codigo,titulo,diretor,pais,ano,duracao,produtora,festivais,premios,data_lancamento,tipo_duracao
434,Acadêmicos do morrinho - parte 1,"Chico Serra, F&aacute;bio Gavi&atilde;o, Nelcirlan Souza e Renato Dias",Brasil,2006,4,Não informado,Não informado,Não informado,,Curta-metragem
435,Defina-se,Kelly Regina Alves,Brasil,2002,4,Não informado,Não informado,Não informado,,Curta-metragem
436,"Geyzislaine, meu amor",Alunos da Amacine e Liceu Cl&aacute;udio Santoro,Brasil,2005,4,Não informado,Não informado,Não informado,,Curta-metragem
437,Seu Aluisio e o mar,"Mariela Brito, Meg Medeiros e N&uacute;cleo Kabum",Brasil,2006,7,Não informado,Não informado,Não informado,,Curta-metragem
438,Acadêmicos do Morrinho - parte 2,"Chico Serra, F&aacute;bio Gavi&atilde;o, Nelcirlan Souza e Renato Dias",Brasil,2006,4,Não informado,Não informado,Não informado,,Curta-metragem
439,Maria capacete,Eduardo Bezerra e Victor Luiz dos Santos,Brasil,2006,21,Não informado,Não informado,Não informado,,Curta-metragem
440,Mulher de amigo,Leandro Monteiro,Brasil,2005,13,Não informado,Não informado,Não informado,,Curta-metragem
441,O saci no morrinho,"F&aacute;bio Gavi&atilde;o, Jos&eacute; Carlos Junior, Nelcirlan Souza e Renato Dias",Brasil,2006,4,Não informado,Não informado,Não informado,,Curta-metragem
442,"Picolé, pintinho e pipa",Gustavo Melo,Brasil,2007,15,Não informado,Não informado,Não informado,,Curta-metragem
454,As andanças do nosso senhor sobre a terra,Betse de Paula,Brasil,2005,13,Não informado,Não informado,Não informado,,Curta-metragem
455,Tampinha,Jo&atilde;o Batista Melo,Brasil,2004,13,Não informado,Não informado,Não informado,,Curta-metragem
456,São João do carneirinho,Tarc&iacute;sio Lara Puiati,Brasil,2004,13,Não informado,Não informado,Não informado,,Curta-metragem
457,Uma jangada chamada Bruna,Petrus Cariry,Brasil,2004,13,Não informado,Não informado,Não informado,,Curta-metragem
458,"Tainá-Kan, a grande estrela",Adriana Figueiredo,Brasil,2006,15,Não informado,Não informado,Não informado,,Curta-metragem
459,O moleque,Ari Candido Fernandes,Brasil,2004,13,Não informado,Não informado,Não informado,,Curta-metragem
460,Vox populi,Marcelo Laffitte,Brasil,1997,18,Não informado,Não informado,Não informado,,Curta-metragem
461,Tá,Felipe Sholl,Brasil,2007,5,Não informado,Não informado,Não informado,,Curta-metragem
462,Sexo e claustro,Claudia Priscilla,Brasil,2005,12,Não informado,Não informado,Não informado,,Curta-metragem
463,Sargento Garcia,Tutti Gregianin,Brasil,2000,15,Não informado,Não informado,Não informado,,Curta-metragem
464,Rasgue minha roupa,Lufe Steffen,Brasil,2002,11,ESKIMÓ PRODUÇÕES,Não informado,"Melhor Direção, Melhor Roteiro, Melhor Filme pelo Júri Popular e Melhor Ator na 5a Mostra Londrina de Cinema ( PR ) / Troféu Arco-Íris no 1o Cine Esquema Novo ( Porto Alegre – RS ) / Melhor Filme, Melhor Direção e Melhor Atriz no 7o Festival de Cinema Super-8 de Campinas ( SP ) /Melhor Montagem na Mostra de Super-8 do 30o Festival de Gramado ( RS ) / Melhor Filme em Super-8 no 25o Festival Guarnicê de Cinema e Vídeo ( São Luís – MA ) /  Melhor Filme pelo Júri Popular e Menção Honrosa para Direção de Atores no 4o Festival de Cinema Super-8 de São Paulo ( SP )  ",2002-04-01,Curta-metragem
465,Meninas,Paula Alves,Brasil,1997,17,Não informado,Não informado,Não informado,,Curta-metragem
466,Entre trilhos,Elo&iacute;sa Fusco,Brasil,2003,6,Não informado,Não informado,Não informado,,Curta-metragem
468,Fuloresta do samba,Marcelo Pinheiro,Brasil,2005,26,Não informado,Não informado,Não informado,,Curta-metragem
469,Diário de Naná,Paschoal Samora,Brasil,2006,60,Não informado,Não informado,Não informado,,Média-metragem
470,Uakti – oficina instrumental,Rafael Conde,Brasil,1987,12,Filmegraph,"Cinemateca de Bolonha/Itália; Oberhausen, Festival Latino de Nova Iorque; Festival de Brasília; Jornada de Salvador entre outros",Melhor filme e melhor montagem XV Festival de Cinema de Gramado,,Curta-metragem
471,Messalina,Cristiane Oliveira,Brasil,2004,14,Não informado,Não informado,Não informado,,Curta-metragem
472,Estória alegre,Claudia Pucci,Brasil,2002,9,Não informado,Não informado,Não informado,,Curta-metragem
473,Desventuras de um dia ou a vida não é um comercial de margarina...,Adriana Meirelles,Brasil,2004,10,Não informado,Não informado,Não informado,,Curta-metragem
474,Cartão vermelho,La&iacute;s Bodanzky,Brasil,1994,14,Não informado,Não informado,Não informado,,Curta-metragem
475,3 minutos,Ana Luiza Azevedo,Brasil,1999,6,Não informado,Não informado,Não informado,,Curta-metragem
476,Dalva,Caroline Leone,Brasil,2004,10,Faap,"- SELEÇÃO OFICIAL DO 11 L’ALTERNATINA 2004 – FESTIVAL INTERNACIONAL DE CINEMA INDEPENDENTE DE BARCELONA – ESPANHA 2004- MELHOR MONTAGEM – 11 VITORIA CINE VIDEO – ES – BRASILTROFÉU ONLINE (PÚBLICO) – 11 VITORIA CINE VIDEO – ES – BRASIL 2004- PREMIO ESPECIAL DO JÚRI – PRIMEIRO PLANO JUIZ DE FOR A – MG – BRASIL 2004- MELHOR ROTEIRO – PANORAMA LATINO AMERICANO DE CINEMA UNIVERSITÁRIO – SP – BRASIL 2004- MELHOR ATRIZ – 32o FESTIVAL DE BRASÍLIA DO CINEMA BRASILEIRO – DF – BRASIL 2004- SELEÇÃO OFICIAL DO FESTIVAL INTERNACIONAL DE FRIBOURG SUIÇA 2005- SELEÇÃO OFICIAL DO XXIII FESTIVAL CINEMATOGRÁFICO INTERNACIONAL DO URUGUAY 2005- SELEÇÃO OFICIAL DA MOSTRA 8a MOSTRA DE CINEMA DE TIRADENTES 2005- SELEÇÃO OFICIAL DO 17° RENCONTRES CINÉMAS d'AMÉRIQUE LATINE DE TOULOUSE 2005- SELEÇÃO OFICIAL DA 5a EDIÇAO DO HUMAN NIGHTS FILM FESTIVAL – BOLONHA, FORLI, TORINO, ROMA E PALERMO – ITÁLIA 2005- 10ème Festival de Contis - Saint Julien en Born – França 2005- 20th Cinema Jove International Film Festival 2005 – Valencia, Espanha- 10º Festival Brasileiro de Cinema Universitário – Niteroi, RJ (Menção Honrosa da ABDeC)- 9º Florianópolis Audiovisual Mercosul - FAM 2005, Florianópolis, SC- 4º Santa Maria Vídeo e Cinema – Santa Maria, Rio Grande do Sul-  Seleção Oficial do 12 Belgrade Human Rights Film Festival 2005– Belgrado, Sérvia e Montenegro- Seleção Oficial do 24th Uppsala Internatinal Short Film Festival, Upssala, Suécia, Outubro de 2005.- Prêmio Revelação – 16 Festival Internacional de Curtas Metragens de São Paulo- Melhor filme latino Americano – 47th Bilbao International Festival of Documentaries and Short Films -  Bilbao - Spain","- Prêmio Revelação – 16 Festival Internacional de Curtas Metragens de São Paulo- Melhor filme latino Americano – 47th Bilbao International Festival of Documentaries and Short Films -  Bilbao - Spain- 10º Festival Brasileiro de Cinema Universitário – Niteroi, RJ (Menção Honrosa da ABDeC)- MELHOR ATRIZ – 32o FESTIVAL DE BRASÍLIA DO CINEMA BRASILEIRO – DF – BRASIL 2004-- MELHOR MONTAGEM – 11 VITORIA CINE VIDEO – ES – BRASIL- 33º Festival de Gramado - Cinema Brasileiro e Latino - Prêmio Especial do Juri.",,Curta-metragem
477,Infinitamente maio,Marcos Jorge,Brasil,2003,19,Não informado,Não informado,Não informado,,Curta-metragem
478,Gasolina comum,Marcelo Tintin-Trotta,Brasil,2004,13,Não informado,Não informado,Não informado,,Curta-metragem
479,Entre paredes,Eric Laurence,Brasil,2005,15,Não informado,Não informado,Não informado,,Curta-metragem
480,Eletrodoméstica,Kleber Mendon&ccedil;a Filho,Brasil,2005,22,Não informado,Não informado,Não informado,,Curta-metragem
481,Danae,Gustavo Galv&atilde;o,Brasil,2004,9,400 Filmes,"37º Festival de Brasília do Cinema Brasileiro (Nov/2004), 8º Festival de Santa Maria da Feira (Portugal, Dez/2004), 8º Expresión en Corto (México, Jul/2005), 24th Uppsala International Short Film Festival (Suécia, Out/2005) e 14º Festival Chileno Internacional del Cortometraje (Chile, Nov/2006), entre outros.",Não informado,,Curta-metragem
482,Amassa que elas gostam,Fernando Coster,Brasil,1998,15,Não informado,Não informado,Não informado,,Curta-metragem
483,Beijo de sal,Fellipe Gamarano Barbosa,Brasil,2006,18,Não informado,Não informado,Não informado,,Curta-metragem
495,O ouro de Serra Pelada,S&eacute;rgio P&eacute;o,Brasil,2005,14,"COMGASP, Palmares e Conceito Eventos",Não informado,Não informado,,Curta-metragem
487,Macacos me mordam,&Eacute;rico Cazarr&eacute;,Brasil,2005,19,Lumiô Filmes,38º Festival de Brasília do Cinema Brasileiro1º  Festival de Cinema de Atibaia5º (A)MostraMostra de Cinema em MurciaViaxes na LusofoniaFestival Universitário de NiteróiFestival Internacional de são PauloFestival Inernacional do Rio de Janeiro,Melhor Filme 16mm no 38º Festival de Brasília do Cinema BrasileiroMelhor filme 16mm da Mostra Brasília do 38º Festival de Brasília do Cinema Brasileiro,2005-11-27,Curta-metragem
493,"Ñanderu, Panorâmica Tupinambá",S&eacute;rgio P&eacute;o,Brasil,1991,9,Alkmia,"1991 - 6º RioCine Festival1992 - ""Mostra Especial"" do Festival de Havana","1991- Melhor filme e melhor trilha sonora no 6º RioCine Festival1992 - Convidado para representar o Brasil na ""Mostra Especial"" do Festival de Havana",,Curta-metragem
494,Leucemia,Noilton Nunes,Brasil,1978,9,Imagine Filmes,Jornada de cinema da Bahia 1978 / Festival de Oberhausen Alemanha 1979 ,Melhor filme Jornada de Cinema da Bahia 1978 / Melhor curta do ano de 78 - Federação Brasileira de Cineclubes.,,Curta-metragem
489,O muro / O filme,S&eacute;rgio P&eacute;o,Brasil,1985,9,Alkmia,1986 - Festival de Cinema e Música de Aix-en-Provence / França,1986 - Menção Especial no Festival de Cinema e Música de Aix-en-Provence / França,,Curta-metragem
490,Nada Consta,Santiago Dellape,Brasil,2006,7,Lumiô Filmes,39º Festival de Brasília do Cinema Brasileiro5º Nóia - Festival de Cinema e Vídeo Universitário de Fortaleza FAM 200730º Festival Guarnicê de Cinema18º Festival Internacional de Curtas Metragens de São Paulo15º Gramado Cine Vídeo6º Festival de Cinema de Varginha5º FestCine Amazônia7º FIC - Festival inernacional de Cinema de Brasília,Melhor roteiro no 39º Festival de Brasília do Cinema BrasileiroMelhor filme do Júri Oficial no 5º NóiaMelhor filme do Júri Popular no 5º NóiaMelhor roteiro no 5º NóiaMelhor ator no 5º NóiaMelhor ficção no 30º Festival Guarnicê de CinemaMelhor argumento no 30º Festival Guarnicê de CinemaMelhor ator no 30º Festival Guarnicê de CinemaMelhor ficção no 15º Gramado Cine Vídeo,2006-11-26,Curta-metragem
491,O Capitão Imaginário,Chico Faganello,Brasil,2002,52,Faganello Comunicações Ltda.,II Ecocine,Vencedor do II Ecocine,,Média-metragem
492,Oficina Perdiz,Marcelo D&iacute;az,Brasil,2006,20,Diazul de Cinema,"- 10º Brasil Plural / 2007/2008 (Alemanha, Áustria e Suíça)- 11º Brazilian Film Festival of Miami / 2007 (EUA) - 1º Brazilian Film Festival of Toronto / 2007 (Canadá)  - 29º Festival del Nuevo Cine Latino Americano de Habana / 2007 (Cuba) - 13th Milano Film Festival 2007 (Itália) / 2007- 3º Festival Internacional de Cine de Antofagasta 2007 (Chile) / 2007- 3rd Sydney Latin American Film Festival (Austrália) / 2008-  18º Festival Internacional de Curtas de São Paulo - 2007- Curta Cinema 2006 - Festival Intern. de Curtas do Rio de Janeiro-   39º Festival de Brasília do Cinema Brasileiro - 2006-   12ª Mostra do Filme Etnográfico (Rio de Janeiro) / 2007 - 2do Festival de Cine de los Pueblos del Sur / 2008 (Venezuela)- Brésil en Mouvements - 4e édition (Paris/França) - 2008- 17º Cine Ceará (Fortaleza) / 2007- FAM Festival Audiovisual do Mercosul (Florianópolis) / 2007- 35º Festival de Cinema de Gramado/RS - 2007- 7º Goiânia Mostra Curtas / 2007- 10ª Mostra de Tiradentes / 2007- 14º Vitória Cine Vídeo / 2007- 4º Amazonas Film Festival (Manaus) / 2007- III Festival Latino-Americano de Curtas de Canoa Quebrada (Ceará) - 2007- VI Araribóia Cine (Niterói/RJ) / 2007- Vídeo Festival São Carlos (SP) 2007- IV Panorama Recife de Documentários / 2007- FestCine Amazônia (Porto Velho) 2007- 15º Festival de Vídeo de Teresina / 2007- 3ª Mostra Cinema Conquista (Vitória da Conquista/BA) / 2007- II Mosca Mostra Audiovisual de Cambuquira/MG / 2007- II Mostra Curta Audiovisual de Campinas / 2007- Curta Cabo Frio/RJ 2007- 6º Festival de Varginha/MG / 2007- 7º Mostra do Filme Livre (Rio de Janeiro) / 2008- 1º Iguacine (Nova Iguaçu/RJ) / 2008",- Melhor Curta 35mm do DF (Prêmio Câmara Legislativa do DF)  39º Festival de Brasília do Cinema Brasileiro - 2006- Melhor Roteiro de Curta 35mm - Curta Canoa  III Festival Latino-Americano de Curtas de Canoa Quebrada (Ceará) - 2007- Prêmio CTAV/Ministério da Cultura e entre os 10 Melhores Nacionais (voto do público) -  18º Festival Internacional de Curtas de São Paulo - 2007- Prêmio ABDeC (Assoc. de Curtametragistas e Documentaristas do Rio de Janeiro) -  12ª Mostra do Filme Etnográfico (Rio de Janeiro) - 2007 - Melhor Documentário - Vídeo Festival São Carlos (SP) 2007,,Curta-metragem
496,Outra memória,Chico Faganello,Brasil,2005,82,Faganello Comunicações Ltda.,29ª Mostra Br de Cinema10º Festival Florianópolis Audiovisual Mercosul - FAMCircuito comercial,Não informado,2008-05-14,Longa-metragem
497,Martinho da Vila Paris 1977,Ari Candido Fernandes,Brasil,1977,8,independente(Ari Candido Fernandes),Mostra Internacional de Curta Metragens Sp(organizada por Zita Carvalhosa- 2004)-com curadoria de Jefferso De.,nenhum,1978-07-07,Curta-metragem
498,O rito de Ismael Ivo,Ari Candido Fernandes,Brasil,2004,11,Bambu Filmes ltda,Melhor filme juri popular e Oficial FestiCine Maringá-PR 2005Curta Santos-2006É tudo verdade-SP 2005Jornada da bahia -2005Lançamento Oficial do Dogma feijopada e Cinema feijoada-2005 Sala da Cinemateca Brasileira de São PauloMostra Internacional de Cinema Negro-Sala da Cinemateca SP 2005Mostra de Cinema Negro - MIS 2006 SPFestival Pan Africano-2006-Salvador BahiaPremio catarina Melhor Trilha original-Festivle Mosrta Cinema do Balneario de Camboriu -SC 2004II Mova Caparaó ES 2005CineAmazonia 2006Mostra de Cinema Brasil Africa-nov.2007 RJ,Premio Melhor filme curta do Juri Popular e Ofical do 1 FESTCINE DE MARINGÁ PR-2005Melhor trilha Original -Premio Catarina-Festial e Mostra de Cinema do Balneario de Camboriu-SC 2004,,Curta-metragem
499,Porquê a Eritréia?,Ari Candido Fernandes,Brasil,1979,39,SATPEC -TUNISIA,Festival Internacional de Cinema de Sp(leon cakoff-MASP 1984),Melhor documentario Festival Internacional de Cinema-voto popular-(Leon Cakoff)MASP-1984 SP,,Média-metragem
500,Assaltaram a gramática,Ana Maria Magalh&atilde;es,Brasil,1984,12,Nova Era Produções de Arte Ltda.,I FESTIVAL DO RIO DE JANEIRO XIII JORNADA DE CURTA-METRAGEM DE SALVADOR I FESTIVAL DE CAXAMBÚ ,"I FESTIVAL DO RIO DE JANEIRO – Melhor MontagemXIII JORNADA DE CURTA-METRAGEM DE SALVADOR - Melhor filme experimental, 1984I FESTIVAL DE CAXAMBÚ – Melhor Direção, 1984",,Curta-metragem
501,Spray jet,Ana Maria Magalh&atilde;es,Brasil,1985,14,Nova Era Produções de Arte Ltda.,"II FESTIVAL DE CAXAMBÚFestival des 3 Continents, Nantes, 1985.9o.Festival de Clémont Ferraud, 1986.3ème. Biennale Internationale deu Film d’Architecture et d’Environnement Urbain, Bordeaux, 1986Festival International de Films de Femmes, Créteil, 1986.International Festival of Women’s Films and Videos, Montreal, 1986.Mostra Le Cinéma Brésilien, Centre Georges Pompidou, Paris, 1987.","II FESTIVAL DE CAXAMBÚ – Melhor Direção, 1985",,Curta-metragem
502,O Bebê,Ana Maria Magalh&atilde;es,Brasil,1986,15,Nova Era Produções de Arte Ltda.,"FEST-RIO, 1987, Rio de JaneiroFESTIVAL INTERNACIONAL DEL NUEVO CINE LATINOAMERICANO, 1987 - CubaXXV INCONTRI INTERNAZIONALI DEL CINEMA, 1988, Sorrento12th INTERNATIONAL PUBLIC TELEVISION SCREENING CONFERENCE  INPUT, 1989, Estocolmo.MAR DEL PLATAMOSTRA  RIOTUR, 1989 , ArgentinaCINE LATINOAMERICANO: BRASIL, 1989, Filmoteca EspañolaXX FESTIVAL DE BRASÍLIA, 1987, BrasíliaFESTIVAL DE GRAMADO, 1988, Gramado","XX FESTIVAL DE BRASÍLIA, Prêmio Especial do Júri.",,Curta-metragem
503,Lara,Ana Maria Magalh&atilde;es,Brasil,2002,107,Nova Era Produções de Arte,"Festival de Recife, 2003 (Hors concours)Festival de Varginha, 2003.","Melhor Música, Melhor Som e Melhor Direção de Arte – Festival de Varginha, 2003.",,Longa-metragem
504,Já que ninguém me tira prá dançar...,Ana Maria Magalh&atilde;es,Brasil,1983,51,Nova Era Produções de Arte,"I Vídeo Mulher patrocinado pelo Conselho Nacional dos Direitos da Mulher, Brasília. ","1º Prêmio - I Vídeo Mulher patrocinado pelo Conselho Nacional dos Direitos da Mulher, Brasília. ",,Média-metragem
505,Mangueira do Amanhã,Ana Maria Magalh&atilde;es,Brasil,1992,30,Nova Era Produções de Arte,Não informado,"Menção Honrosa “Margarida de Prata”, CONFERÊNCIA NACIONAL DOS BISPOS DO BRASIL – CNBB, 1993.5o.Prêmio - Vídeo Memória do Rio, Secretaria de Cultura do Estado do Rio de Janeiro.",,Média-metragem
506,Almas em chamas,Arnaldo Galv&atilde;o,Brasil,2000,11,Um Filmes,28° Festival de Gramado8° Anima Mundi8° Festival de Cuiabá7° Festival de Vitória33° Festival de Cinema de Brasília5º Festival de Cinema Santa Maria da Feira – Portugal5º Festival de Cinema de Recife5º Festival de Cinema Brasileiro de Miami24 º Festival de Cine-Vídeo GuarnicêFestival Internacional de Annecy,-    Prêmio Estímulo da Secretaria de Estado da Cultura de São Paulo-    Prêmio Especial do Júri/ 28° Festival de Gramado-    Melhor Roteiro/ 28° Festival Gramado-    Prêmio Canal Brasil/28° Festival Gramado-    3 Melhor Filme Brasileiro - Júri Popular/8° Anima Mundi-    Melhor Filme de Animação/ 8° Festival de Cuiabá-    Menção Honrosa/ 7° Festival de Vitória-    Melhor Roteiro/ 33° Festival de Cinema de Brasília-    Grande Prêmio do  Cinema Brasileiro/ Melhor Animação-    Menção Honrosa/ 5º Festival de Cinema Santa Maria da Feira – Portugal-    Prêmio MinC Melhor Animação do 5º Festival de Cinema de Recife-    Melhor Montagem de Animação / 5º Festival de Cinema de Recife-    Melhor Trilha de Animação/ 5º Festival de Cinema de Recife-    Melhor Direção de Animação / 5º Festival de Cinema de Recife-    Melhor Filme de Animação / 5º Festival de Cinema de Recife-    Melhor Roteiro/ 5º Festival de Cinema Brasileiro de Miami-    Melhor Filme de Animação/ 24 º Festival de Cine-Vídeo Guarnicê ,,Curta-metragem
