codigo,titulo,diretor,pais,ano,duracao,produtora,festivais,premios,data_lancamento,tipo_duracao
308,O oitavo selo,Tom&aacute;s Creus,Brasil,1999,15,Não informado,Não informado,"27o. Festival de Gramado/1999: - Melhor Roteiro - Prêmio do Júri PopularFestival do Rio /1999: - Melhor Ator (Tiago Real) - Prêmio do Público  Festival de Brasília (Brasil, 1999)5o. Vitória Cine Vídeo/1999: - Prêmio do PúblicoMostra Internacional de Curtas de São Paulo (Brasil, 1999)3o. Festival de Santa Maria da Feira/1999 (Portugal): - Prêmio do Público3a. Mostra de Cinema de Tiradentes/2000: - Prêmio do Público4o. Festival de Cinema e Vídeo de Curitiba/2000 - Melhor Roteiro - Melhor Filme Grande Prêmio do Cinema Brasileiro (Brasil, 2000)- Selecionado entre os cinco finalistas",,Curta-metragem
309,Açaí com jabá,Alan Rodrigues e Marcos Daibese Wal&eacute;rio Duarte,Brasil,2000,13,Não informado,Não informado,"Prêmio de Melhor Direção em Goiânia, Melhor Ator no Festival Guarnicê, Melhor Curta Metragem Paraense na Mostra de Curtas do Banco da Amazônia",,Curta-metragem
310,Dov`e Meneghetti,Beto Brant,Brasil,1989,12,Não informado,Não informado,Melhor Diretor no Festival do Rio BR 1989Melhor Filme - Crítica no Festival do Rio BR 1989Melhor Filme - Júri Popular no Festival do Rio BR 1989Melhor Fotografia no Festival do Rio BR 1989Melhor Trilha Sonora no Festival do Rio BR 1989Melhor Filme no Festival de Curitiba 1990Melhor Ator no Festival de Gramado 1989,,Curta-metragem
311,P R Kadeia,Eduardo Caron,Brasil,1992,15,Não informado,Não informado,"XX Festival Gramado 1992:Melhor Filme da Crítica, Melhor Filme do Jury, Melhor Diretor, Melhor Montagem, Melhor Som37ºSan Francisco Intsernational Film Festival:Golden Gate Awards Cerificate of Merit",,Curta-metragem
312,No princípio era o verbo,Virg&iacute;nia Jorge,Brasil,2006,18,Não informado,Não informado,- XII Vitória Cinevídeo:Prêmio de Júri Popular- Exibido no Guarnicê- 8º Festival Internacional de Curtas-metragem de BHMelhor Curta-metragem em 35mm segundo a críticaMelhores Atores Brasileiros para Darcy do Espírito Santo e Fábio Matos- 34º Festival de Cinema de GramadoPrêmio Especial do JúriMelhor RoteiroPrêmio Aquisição Canal Brasil- 17º Festival Internacional de Curtas Metragens de São PauloPrêmio Espaço Unibanco de Cinema-Exibido no Festival de Cinema de Goiânia-Exibido no Festival Audiovisual de Varginha- Vencedor do 1º AXN Film Festival- Exibido no Curta Cinema 2006-Festival de Atibaia Internacional do AudiovisualPrêmio de Melhor Ator para Augusto Madeira- Curta SE 7Melhor curta em 35mmMelhor filme segundo o Júri Popular- 11º Festival Brasileiro de Cinema de MiamiMelhor Direção de curta-metragemMelhor Filme de curta-metragem,,Curta-metragem
314,BMW vermelho,Reinaldo Pinheiro e Edu Ramos,Brasil,2001,22,Não informado,Não informado,Não informado,,Curta-metragem
315,Labirinto,Margarita Hern&aacute;ndez e Tibico Brasil,Brasil,2002,19,Não informado,Não informado,Melhor Documentário Festival Guarnicê (2002),,Curta-metragem
316,Reminiscência,Eduardo Nunes,Brasil,2001,12,Não informado,Não informado,Prêmio de Desenvolvimento de Roteiro (Riofilme);Melhor Fotografia (Festival de Vitória);Melhor Curta Metragem e Melhor Som (Festival Internacional de Curtas de Belo Horizonte);Melhor Direção (Festival de Cinema de Curitiba);,,Curta-metragem
317,Patuá,Snir Wein,Brasil,2002,14,27 Filmes,Não informado,Melhor Filme - Festival Primeiro Plano 2003Melhor Fotografia - Cine Esquema Novo 2003,,Curta-metragem
318,O resto é silêncio,Paulo Halm,Brasil,2003,23,Não informado,Não informado,"Melhor ator, premio da critica, prêmio aquisição canal Brasil e Melhor filme no Cine-PEMelhor ator e prêmio Especial do Júri no Guarnicê de cinema e vídeoMelhor ator e melhor roteiro em GramadoMelhor ator, melhor filme de ficção e Premio OCIC na Jornada de Cinema da BahiaMelhor filme de ficção no Alucine - Festival de cinema de TorontoMelhor ator e melhor filme do júri popular - Vitória cine festivalMelhor filme do júri popular - Festival de Santa Maria da Feira",,Curta-metragem
319,Príncipe do fogo,Silvio Da-Rin,Brasil,1984,11,Lumiar Produções Audiovisuais (Diálogo Comunicação Ltda.),"Nyon (Suíça), Gramado, Rio-Cine e Jornada da Bahia",Prêmio de Melhor Montagem no Festival de Gramado e Melhor Fotografia no Rio-Cine Festival.,1984-06-26,Curta-metragem
321,Criaturas que nasciam em segredo,Chico Teixeira,Brasil,1995,21,Não informado,Não informado,".Medalha de ouro, Melhor Filme de Curta Metragem, Prêmio Íbero Americano no  Festival de Cinema de Huesca(junho 1996) (Espanha).Prêmio Mensão Honrosa de Melhor Documentário no 40 Festival Chileno Internacional Del Cortometraje (Outubro 1996) (Espanha).Segundo Melhor Documentário pelo Juri Popular, no 4o Festival Internacional de Curtas Metragens de Vila do Conde (Julho 1996) (Portugal)  .Prêmio Melhor Filme e Direção 23 Festival de Gramado (Agosto 1995) (Brasil).Prêmio Melhor Direção,Música e Montagem , 28 Festival de Brasilia(Novembro 1995) (Brasil).Prêmio Especial do Juri, 120 Rio Cine Festival ,(Julho 1996 ) (Brasil).Prêmio Melhor Filme de Curta Metragem de 1995 pela APCA (Associação Paulista de Críticos de Arte) (Abril 1996) (Brasil).Prêmio Diretor Revelação e Música ,3 Mostra Nacional de Cinema de Cuiabá(Outubro 1995) (Brasil).Prêmio Kodak Melhor Curta Metragem no 3 Festival Nacional de Cinema de Cuiabá(Outubro 1995) (Brasil).Prêmio Melhor Filme Documentário no XXIII Jornada Internacional de Cinema da Bahia (Setembro 1996) (Brasil).Prêmio Melhor Direção e Roteiro, VI Cine Ceará (Jun 1996) (Brasil).Prêmio Melhor Trilha Sonora e Melhor Filme pelo Juri Popular,XIX Guarnicê de Cine-Vídeo do Maranhão (Junho 1996) (Brasil).Prêmio Troféu Jangada de Melhor Filme no XIX Guarnicê de Cine-Vídeo do Maranhão (Junho 1996) (Brasil)",,Curta-metragem
322,O homem do morcego,Ruy Solberg,Brasil,1980,17,Não informado,Não informado,Não informado,,Curta-metragem
323,"Simião Martiniano, o camelô do cinema",Clara Ang&eacute;lica e Hilton Lacerda,Brasil,1998,14,Não informado,Não informado,Não informado,,Curta-metragem
324,Roberto,Amilcar Monteiro Claro,Brasil,1994,17,Não informado,Não informado,Não informado,,Curta-metragem
325,Cine Holiúdy - O astista contra o caba do mal,Halder Gomes,Brasil,2004,15,Não informado,Não informado,"Melhor Filme Festival de Campo Grande 2005, Melhor Filme Mostra do Filme Livre do Rio 2005, Melhor Filme Amazonas Film Festival 2005, Melhor Filme Cine Curupira 2006, Melhor Filme Festival de Curtas de Natal 2005, Melhor Filme  Fest Cine Teresina 2006, Melhor Filme e Melhor Direção de Arte Festival Mercosul 2005, Melhor Filme Mostra Brasil Plural 2005, Melhor Roteiro Festival de Curitiba 2005, Melhor Roteiro Festival Latino Americano de Curtas de Canoa 2005, Melhor Ator, Música e Direção de Arte Festival de Maringá 2005, Menção Honrosa Festival Int. do Rio 2004, Menção Honrosa Fest. de Curtas de Goiânia.",,Curta-metragem
326,Como se morre no cinema,Luelane Loiola Corr&ecirc;a,Brasil,2000,20,Não informado,Não informado,"Sol de Oro (Melhor Curta, LA CITA, Festival de Biarritz);Grande Prêmio do Cinema Brasileiro (Melhor Curta Documentário - Academia Brasileira de Cinema);Melhor Montagem, Melhor Filme, Prêmio do Júri Popular, Prêmio da Crítica (30º Festival de Gramado);Melhor Documentário, Melhor Direção, Prêmio de Aquisição Canal Brasil (6º Festival de Cinema do Recife);Melhor Montagem (Zoom CineEsquemaNovo-Festival de Cinema de Porto Alegre);Melhor Documentário (9º Vitória Cine Vídeo);Prêmio Espaço Unibanco de Cinema (13º Festival Internacional de Curtas-Metragens de São Paulo).",,Curta-metragem
327,O trabalho dos homens,Fernando Bonassi,Brasil,1998,10,AF Cinema e Video Ltda. / Cessionaria: Politheama e Filmes Ltda.,·Festival de Gramado 1998.Rio Cine 1998·Cine Ceará 1998,"Festival de Gramado 1998, Melhor Filme, Melhor Roteiro Prêmio Canal Brasil..Rio Cine 1998, Melhor Roteiro.·Cine Ceará 1998, Melhor Roteiro.",,Curta-metragem
328,Rota de colisão,Roberval Duarte,Brasil,1999,12,3 Tabela Filmes,Não informado,"-Prêmio Revelação / Troféu TV Cultura: X Festival Internacional de Curtas Metragens de São Paulo-Prêmio de Melhor Fotografia para Curta-Metragem 35mm / Prêmio ANDI - Cinema pela Infância: Festival de Brasília do Cinema Brasileiro 1999-Melhor Direção - Competição de Curtas Metragens: II Buenos Aires Festival Internacional de Cine Independiente-Prêmio Revelação / Prêmio Cineclubes: IV Festival de Cinema Luso-Brasileiro - Santa Maria da Feira-Prêmio Danzante de Oro - Melhor Filme - Certamen Iberoamericano: Festival de Cine de Huesca, Espanha 2000-Melhor Montagem e  Melhor Desenho Sonoro: X Cine Ceará-Prêmio Canal +: Festival de Biarritz 2000-Prêmio Melhor Curta Metragem de Ficção: Festival Internacional de Cine de Valdivia 2000",,Curta-metragem
329,Balaio,Luiz Montes,Brasil,2004,10,Não informado,Não informado,Melhor Curta 9o Festival de CuritibaPrêmio Canal Brasil 33o Festival de Gramado,,Curta-metragem
330,O cão sedento,Bruno de Sales,Brasil,2005,10,Não informado,Não informado,- Melhor trilha sonora para curta-metragem no 12º Vitória Cine Vídeo [dezembro 2005]- Melhor Direção em 16mm no 38º Festival de Brasília do Cinema Brasileiro e prêmio incentivo do - Ministério da Cultura para melhor direção [novembro 2005]- 2º lugar geral no Festival de cinema CURTA NATAL MADA [maio 2005]- Melhor Direção e montagem para curta-metragem 16mm no CINE PE 2005 ? Festival do Audiovisual [abril 2005],,Curta-metragem
331,Bala perdida,Victor Lopes,Brasil,2004,14,Não informado,Não informado,"Favoritos do Público - Festival Internacional de Campo Grande, Brasil, 2005Melhor Curta-Metragem - Cine PE- Festival de Recife, Brasil, 2004Melhor Curta-Metragem de ficção - Cine PE - Festival do Audiovisual de Recife, Brasil, 2004Melhor Direção - Cine PE - Festival do Audiovisual/Fest. de Recife, Brasil, 2004Melhor Som Cine PE - Festival do Audiovisual/Fest. de Recife, Brasil, 2004Melhor Filme - Athens Internacional Film Festival - Ohio - EUA, 2004Melhor Filme - Festival de Ribeirão Preto, Brasil, 2004Melhor roteiro - Festival de Ribeirão Preto, 2004, Brasil, 2004Melhor Som - Festival de Ribeirão Preto, Brasil, 2004Melhor Montagem - Festival de Ribeirão Preto, Brasil, 2004Favoritos do Público - Festival Guarnicê, Brasil, 2004Melhor Filme - Festival Guarnicê, Brasil, 2004Melhor Montagem - Festival Guarnicê, Brasil, 2004Melhor Roteiro - 6° Festival Internacional de Curtas Belo Horizonte, Brasil, 2004Melhor Filme Narrativo - Academia de Cinema, Brasil, 2004Certificado de Mérito - Chicago International Film Festival, EUA, 2004Favoritos do Público - Festival Internacional de Curtas Metragens de São Paulo, Brasil, 2003Melhor Curta-Metragem Júri Oficial - Festival do Rio, Brasil, 2003",,Curta-metragem
332,Baseado em fatos reais,Bruno Bini,Brasil,2001,17,Não informado,Não informado,Melhor Filme - Festival de Cinema e Vídeo de Cuiabá 2001- Melhor Ator - Cassiano Carneiro - Mostra Curta Cinema 2001 - Melhor Trilha Sonora Original - Guarnicê 2002,,Curta-metragem
335,Amor & cia.,Helv&eacute;cio Ratton,Brasil,1998,100,Não informado,Não informado,Não informado,,Longa-metragem
336,Assim era a Atlantida,Carlos Manga,Brasil,1974,105,Não informado,Não informado,Não informado,,Longa-metragem
337,O Profeta das Cores,Leopoldo Nunes,Brasil,1995,28,Não informado,Não informado,Não informado,,Curta-metragem
338,Bicho de sete cabeças,La&iacute;s Bodanzky,Brasil,2000,88,Não informado,Não informado,Não informado,,Longa-metragem
334,Rua do Amendoim,Jo&atilde;o Vargas Penna,Brasil,1998,11,Não informado,Não informado,Não informado,,Curta-metragem
333,Aleluia Gretchen,Sylvio Back,Brasil,1976,118,Não informado,"Seleção oficial dos festivais de Brasília e Gramado/1976, Berlim e Mannheim (Alemanha)/1977e Chicago (EUA)/1977","""Melhor diretor"": Sylvio Back (""Air France"")""Melhor diretor"": Sylvio Back (""Golfinho de Ouro"")""Melhor argumento"": Sylvio Back (""Governador de São Paulo"")""Melhor roteiro"": Sylvio Back, Manoel Carlos Karam, Oscar Milton Volpini(Associação Paulista dos Críticos de Arte - APCA)""Melhor atriz"": Miriam Pires (""Air France"")""Melhor atriz"": Miriam Pires (""Coruja de Ouro"")""Melhor ator"": Sérgio Hingst (APCA)""Melhor fotografia"": José Medeiros (“Coruja de Ouro”)Melhor fotografia: José Medeiros (Festival de Gramado)""Melhor fotografia"": José Medeiros (""Governador de São Paulo"")""Melhor figurino"": Luis Afonso Burigo (“Coruja de Ouro”)""Melhor cenografia"": Ronaldo Leão Rego/ Marcos Carrilho (APCA)""Melhor cenografia"": Ronaldo Leão Rego/  Marcos Carrilho  (""Governador de São Paulo"")""Melhor ator coadjuvante"": José Maria Santos (Festival de Gramado)Prêmio Qualidade da Embrafilme",,Longa-metragem
339,Brasa adormecida,Djalma Limongi Batista,Brasil,1986,105,Não informado,Não informado,Não informado,,Longa-metragem
340,O crime da imagem,L&iacute;rio Ferreira,Brasil,1992,13,Não informado,Não informado,Não informado,,Curta-metragem
341,"Cinema, aspirinas e urubus",Marcelo Gomes,Brasil,2005,99,Não informado,Não informado,Não informado,,Longa-metragem
342,Conterrâneos velhos de guerra,Vladimir Carvalho,Brasil,1990,168,Não informado,Não informado,Não informado,,Longa-metragem
343,A musa do cangaço,Jos&eacute; Umberto,Brasil,1982,15,Não informado,Não informado,Não informado,,Curta-metragem
344,Corisco & Dadá,Rosemberg Cariry,Brasil,1996,96,Não informado,Não informado,Não informado,,Longa-metragem
345,Delmiro Gouveia: o homem e a terra,Ruy Santos,Brasil,1971,9,Não informado,Não informado,Não informado,,Curta-metragem
346,Coronel Delmiro Gouveia,Geraldo Sarno,Brasil,1978,90,Não informado,Não informado,Não informado,,Longa-metragem
347,Cego Oliveira no sertão do seu olhar,Lucila Meirelles,Brasil,1998,17,Lucila Carvalho Junqueira Meirelles - EPP ,Não informado,Não informado,,Curta-metragem
348,Janela da alma,Jo&atilde;o Jardim e Walter Carvalho,Brasil,2001,73,TAMBELLINI FILMES E PRODUÇÕES AUDIOVISUAIS LTDA  / Co-produção: DUETO FILMES. EM ASSOCIAÇÃO COM ESTÚDIOS MEGA E TIBET FILME,Não informado,Não informado,,Longa-metragem
349,Sinistro,Ren&eacute; Sampaio,Brasil,2001,19,Não informado,Não informado,Não informado,,Curta-metragem
350,Os matadores,Beto Brant,Brasil,1997,90,Não informado,Não informado,Não informado,,Longa-metragem
351,Padre Cícero,Geraldo Sarno,Brasil,1972,10,Não informado,Não informado,Não informado,,Curta-metragem
352,Milagre em Juazeiro,Wolney Oliveira,Brasil,1999,83,Não informado,Não informado,Não informado,,Longa-metragem
353,O prisioneiro,Eric Laurence,Brasil,2001,17,Não informado,Não informado,Não informado,,Curta-metragem
354,Quase dois irmãos,L&uacute;cia Murat,Brasil,2004,102,Taiga Filmes e Vídeo,Toronto Film Festival - 2004Montreal Film festival - 2004Festival do Rio - 2004Mostra de São Paulo - 2004Festival de Biarritz - 2004Festival do Rio 2004Amazonas film festival 2004Festival de Havana 2004Festival de Marseille 2005Festival Mar Del Plata 2005Festival Brasileiro de Paris 2005Festival de Belém 2005Brasilian Miami film festival 2005Festival de Huelva 2005Festival de Havana - 2004Festival de Palm Springs - 2005Festival de Créteil - 2005San Francisco International Film Festival - 2005Seattle International Film Festival - 2005Festival de Lima – 2005Festival de Valdivia- 2005Festival de Quito – 2005London Film Festival – 2005Helsink Film Festival – 2005Meinheim Film Festival -2005Haifa Film FestivalMelbourne film Festival,"Festival do Rio 2004Melhor Diretor – Lúcia MuratMelhor Ator – Flávio BauraquiFipresci Award (Federação Internacional de Críticos) – Best Latin American FilmAmazonas film festival 2004Melhor FilmeFestival de Havana 2004Melhor EdiçãoMelhor Trilha SonoraFestival de Marseille 2005Melhor filme do públicoPrêmio especial do JúriFestival Mar Del Plata 2005Melhor filme do juri popularMelhor filme ibero-americano do juriFestival Brasileiro de Paris 2005Melhor filme do Público Festival de Belém 2005Melhor roteiro – Lucia Murat e Paulo LinsMelhor ator coadjuvante – Babu SantanaMelhor atriz coadjuvante – Maria FlorBrasilian Miami film festival 2005Melhor som – Naná VasconcelosFestival de Huelva 2005Prêmio Radio de EspañaPrêmios Especial do JuradosAssociação Paulista dos críticos de Arte 2005Melhor roteiro – Lucia Murat e Paulo LinsAssociação dos Correspondentes Estrangeiros 2005Indicado para melhor filme, melhor diretor, melhor roteiro e melhor ator ",,Longa-metragem
355,A pedra da riqueza,Vladimir Carvalho,Brasil,1976,16,Não informado,Não informado,Não informado,,Curta-metragem
356,Uma questão de terra,Manfredo Caldas,Brasil,1988,80,Não informado,Não informado,Não informado,,Longa-metragem
357,O último raio de sol,Bruno Torres,Brasil,2004,22,Não informado,Não informado,Não informado,,Curta-metragem
358,O rap do Pequeno Príncipe contra as almas sebosas,Marcelo Luna e Paulo Caldas,Brasil,2000,75,Raccord Produções Artísticas e Cinematográficas Ltd,Não informado,Não informado,,Longa-metragem
359,A lasanha assassina,Ale McHaddo,Brasil,2002,8,44 TOONS,Não informado,Não informado,,Curta-metragem
360,Os Xeretas,Michael Ruman,Brasil,2001,90,Não informado,Não informado,Não informado,,Longa-metragem
361,Inventário da rapina,Aloysio Raulino,Brasil,1986,27,Não informado,Não informado,Não informado,,Curta-metragem
362,Recife/Sevilha - João Cabral de Melo Neto,Bebeto Abrantes,Brasil,2003,52,Não informado,Não informado,Não informado,,Média-metragem
363,Informística,C&eacute;sar Coelho,Brasil,1986,7,Não informado,Não informado,Não informado,,Curta-metragem
364,Instinto animal,L&eacute;a Zagury,Brasil,1986,6,Não informado,Não informado,Não informado,,Curta-metragem
365,Quando os morcegos se calam,F&aacute;bio Lignini,Brasil,1986,6,Não informado,Não informado,Não informado,,Curta-metragem
366,O músico e o cavalo,Telmo Carvalho,Brasil,1986,5,Não informado,Não informado,Não informado,,Curta-metragem
367,Em nome da lei,Rodrigo Guimar&atilde;es,Brasil,1986,4,Não informado,Não informado,Não informado,,Curta-metragem
368,Noturno,A&iacute;da Queiroz,Brasil,1986,5,Não informado,Não informado,Não informado,,Curta-metragem
369,Viagem de ônibus,Daniel Schorr,Brasil,1986,6,Não informado,Não informado,Não informado,,Curta-metragem
370,Evoluz,Jos&eacute; Rodrigues Neto,Brasil,1986,5,Não informado,Não informado,Não informado,,Curta-metragem
371,Presepe,Patr&iacute;cia Alves Dias,Brasil,1986,6,Não informado,Não informado,Não informado,,Curta-metragem
372,Tem boi no trilho,Marcos Magalh&atilde;es,Brasil,1986,6,Animando Produções Artísticas,Não informado,Não informado,,Curta-metragem
373,O maior espetáculo da terra,Marco Pimentel,Brasil,2005,15,Não informado,Não informado,Não informado,,Curta-metragem
374,A lente e a janela,Marcius Barbieri,Brasil,2005,12,Não informado,Não informado,Não informado,,Curta-metragem
375,Passadouro,Torquato Joel,Brasil,1999,6,Não informado,Não informado,Não informado,,Curta-metragem
376,Recife de dentro pra fora,K&aacute;tia Mesel,Brasil,1997,15,Não informado,Não informado,Não informado,,Curta-metragem
377,Geraldo Voador,Bruno Vianna,Brasil,1994,10,Não informado,Não informado,Não informado,,Curta-metragem
378,Trampolim,Fiapo Barth,Brasil,1998,12,Não informado,Não informado,Não informado,,Curta-metragem
379,Wholes,A.S. Cec&iacute;lio Neto,Brasil,1991,10,Não informado,Não informado,Não informado,,Curta-metragem
380,Hermeto campeão,Thomaz Farkas,Brasil,1981,35,Não informado,Não informado,Não informado,,Média-metragem
381,"Tom Zé, ou quem irá colocar uma dinamite na cabeça do século?",Carla Gallo,Brasil,2000,48,Não informado,Não informado,Não informado,,Média-metragem
382,Lua oriental,Jos&eacute; Roberto Aguilar,Brasil,1978,6,Não informado,Não informado,Não informado,,Curta-metragem
383,Heróis da decadênsia,Tadeu Jungle,Brasil,1987,35,TVDO,"Videobrasil 1987, Festival de Havana 1987.",Vencedor do Videobrasil 1987,1987-05-10,Média-metragem
384,"O beijoqueiro, retrato de um serial kisser",Carlos Nader,Brasil,1992,29,Não informado,Não informado,Não informado,,Curta-metragem
385,Videocabines são caixas pretas,Sandra Kogut,Brasil,1990,10,Não informado,Não informado,Não informado,,Curta-metragem
386,Ali é um lugar que eu não conheço,Lucas Bambozzi,Brasil,1997,6,Não informado,Não informado,Não informado,,Curta-metragem
387,Com o oceano inteiro para nadar,Karen Harley,Brasil,1997,20,Não informado,Não informado,Não informado,,Curta-metragem
388,Clarita,Thereza Jessouroun,Brasil,2007,14,Não informado,Não informado,Não informado,,Curta-metragem
389,33,Kiko Goifman,Brasil,2003,75,PaleoTV,Não informado,Não informado,,Longa-metragem
390,Um dia na rampa,Luiz Paulino dos Santos,Brasil,1957,9,Não informado,Não informado,Não informado,,Curta-metragem
391,Bahia de Todos os Santos,Trigueirinho Neto,Brasil,1960,98,Não informado,Não informado,Não informado,,Longa-metragem
392,Edifício Master,Eduardo Coutinho,Brasil,2002,110,Não informado,Não informado,Não informado,,Longa-metragem
393,Jango,Silvio Tendler,Brasil,1984,117,Não informado,Não informado,Não informado,,Longa-metragem
394,A lira do delírio,Walter Lima J&uacute;nior,Brasil,1978,105,Não informado,Não informado,Não informado,,Longa-metragem
395,Madame Satã,Karim Ainouz,Brasil,2002,105,VIDEOFILMES PRODUÇÕES ARTÍSTICAS LTDA,Não informado,Não informado,,Longa-metragem
396,Mazel Tov,Fl&aacute;via Seligman e Jaime Lerner,Brasil,1990,14,Não informado,Não informado,Não informado,,Curta-metragem
397,Netto perde sua alma,Beto Sousa e Tabajara Ruas,Brasil,2001,102,Não informado,Não informado,Não informado,,Longa-metragem
398,O homem e o limite,Ruy Santos,Brasil,1975,30,Não informado,Não informado,Não informado,,Média-metragem
399,Onde a terra acaba,S&eacute;rgio Machado,Brasil,2001,75,Não informado,Não informado,Não informado,,Longa-metragem
400,Lá e cá,Sandra Kogut,Brasil,1993,28,Não informado,Não informado,Não informado,,Curta-metragem
401,Um passaporte húngaro,Sandra Kogut,Brasil,2002,71,Zeugma Films - FR; República Pureza Filmes - BR; Arte France; Hunnia Film Studio; Cobra Filmes; RTBF; CIVC Pierre Schaeffer,Não informado,Não informado,,Longa-metragem
402,Satori uso,Rodrigo Grota,Brasil,2007,17,Não informado,Não informado,Não informado,,Curta-metragem
403,O poeta de sete faces,Paulo Thiago,Brasil,2001,94,Não informado,Não informado,Não informado,,Longa-metragem
404,O universo de Mojica Marins,Ivan Cardoso,Brasil,1978,26,Não informado,Não informado,Não informado,,Curta-metragem
405,As sete vampiras,Ivan Cardoso,Brasil,1986,86,Não informado,Não informado,Não informado,,Longa-metragem
406,"Amazonas, Amazonas",Glauber Rocha,Brasil,1966,15,Não informado,Não informado,Não informado,,Curta-metragem
407,Terceiro milênio,Jorge Bodanzky,Brasil,1981,90,Stopfilm/ZDF,Não informado,Não informado,,Longa-metragem
408,O velho - a história de Luís Carlos Prestes,Toni Venturi,Brasil,1997,105,Não informado,Não informado,Não informado,,Longa-metragem
409,Sushiman,Pedro Iu&aacute;,Brasil,2003,20,Não informado,Não informado,Não informado,,Curta-metragem
410,Essa animação não tem nome,Gustavo Russo e Thomas Larson,Brasil,2002,3,Usinanimada,Não informado,Não informado,,Curta-metragem
411,Santa de casa,Allan Sieber,Brasil,2006,18,Não informado,Não informado,Não informado,,Curta-metragem
413,Quando Jorge foi à guerra,Tadao Miaqui,Brasil,2004,8,Não informado,Não informado,Não informado,,Curta-metragem
414,Os três porquinhos,Cl&aacute;udio Roberto,Brasil,2006,4,Não informado,Não informado,Não informado,,Curta-metragem
415,Cidade fantasma,Lisandro Santos,Brasil,1999,7,Não informado,Não informado,Não informado,,Curta-metragem
416,Biribinha Atômica,"Ricardo Piologo, Rodrigo Piologo e Rog&eacute;rio Vilela",Brasil,2006,3,Mundo Canibal,Anim!Arte 2007Mostra Paralela de Animações e VídeosDIA - Dia Internacional da Animação 2007Associação Brasileira de Cinema de AnimaçãoII Mostra Curta Audiovisual Campinas 2006,A Biribinha Atômica levou o prêmio de Melhor Filme da Mostra Nacional do 2º Granimado - o Festival Brasileiro de Animaçã,2006-05-02,Curta-metragem
417,Hotel do coração partido,Raoni Assis,Brasil,2006,4,Não informado,Não informado,Não informado,,Curta-metragem
418,A traça Teca,Diego Doimo,Brasil,2002,8,Não informado,Não informado,Não informado,,Curta-metragem
419,Tem um dragão no meu baú,Rosaria,Brasil,2005,2,Não informado,Não informado,Não informado,,Curta-metragem
420,Albertinho,N&uacute;cleo Animazul,Brasil,2006,12,Não informado,Não informado,Não informado,,Curta-metragem
421,Para chegar até a lua,Jos&eacute; Guilhermo Hiertz,Brasil,2005,10,Não informado,Não informado,Não informado,,Curta-metragem
422,Mitos do mondo: Por que o canguru salta em duas patas?,Andr&eacute;s Lieban,Brasil,2004,11,2Dlab/Laboratório de Desenhos,10/2004 – Chicago Children’s Film Festival - USA03/2005 - New York International Children's Film Festival - USA07/2005 – Anima Mundi – Brasil ,Não informado,,Curta-metragem
423,Caquinhas,Cesar Cabral,Brasil,2005,5,Não informado,Não informado,Não informado,,Curta-metragem
424,"Cuidando, dá linha",Wilson Lazaretti,Brasil,1997,7,Não informado,Não informado,Não informado,,Curta-metragem
425,Minhocas,Paolo Conti,Brasil,2005,15,Animaking Produções,17º Festival Internacional de Curtas de São Paulo,VI Festival Luso Brasileiro de Curtas-metragens de Sergipe – CURTASE•Melhor animação – júri popular•Melhor vídeo – júri popular14º Anima Mundi•Rio de Janeiro – Melhor Animação infantil•São Paulo – Melhor Animação Infantil5º Mostra de Cinema Infantil de Florianópolis•2º Lugar (empate com outro filme)1º Granimado – Festival de Animação de Gramado•Melhor animação – júri técnico•Melhor animação – prêmio ABCAV Festival de Varginha•Prêmio ET de ouro – Melhor animação28º JVC Tokyo Vídeo Festival•Prêmio Excelência,2006-04-26,Curta-metragem
426,Leonel pé-de-vento,Jair Giacomini,Brasil,2006,15,Não informado,Não informado,Não informado,,Curta-metragem
427,Lúmen,Wilian Salvador,Brasil,2007,4,Não informado,Não informado,Não informado,,Curta-metragem
428,Relacionamentos,Gordeeff,Brasil,2003,5,Não informado,Não informado,Não informado,,Curta-metragem
429,A noite do vampiro,Al&ecirc; Camargo,Brasil,2006,6,Buba Filmes,Anima Mundi 2007Guarnicê 2007Atibaia 2007Outros,Anima Mundi 2007 - Melhor Animação Brasileira (Segundo Lugar)Guarnicê 2007 - Melhor Video NacionalAtibaia 2007 - Melhor Video Nacional,2006-06-06,Curta-metragem
430,Os olhos do pianista,Frederico Pinto,Brasil,2005,5,Não informado,Não informado,Não informado,,Curta-metragem
431,Devoção,Rafael Ferreira,Brasil,2006,11,AV Produções Artísticas,Não informado,Não informado,2006-06-14,Curta-metragem
432,Roubada!,"Consequ&ecirc;ncia, Maur&iacute;cio Vidal, Renan de Moraes e Sergio Yamasaki",Brasil,2000,4,Estúdio Conseqüência de Animação S/C Ltda,"Anima Mundi 200024º Festival Internacional de Cinema de Animação - Cinanima 2000 - Portugal8º Festival de Cinema e Vídeo de Cuiabá, em 20007º Vitória Cine Vídeo, em 20007º Festival Nacional de Vídeo - Imagem em 5 Minutos - Bahia, 200017th. Chicago Latino Film Festival - Chicago, U.S.A. / 2001","Anima Mundi 2000 conquistando três prêmios:Melhor Vídeo Brasileiro - Rio de JaneiroMelhor Vídeo Brasileiro - São PauloPrêmio TV Globo de Incentivo, pelo segundo ano consecutivo",,Curta-metragem
433,Primeiro movimento,&Eacute;rica Valle,Brasil,2006,6,Não informado,Não informado,Não informado,,Curta-metragem
